Product_ID,Product_Name,Category,Brand,Price,Stock
PROD00122,Animi,Grocery,AmazonBasics,44890.51,600
PROD00123,Laborum,Fashion,Sony,14129.37,4311
PROD00124,Commodi,Beauty,Sony,23356.82,3298
PROD00125,Fugiat,Electronics,Boat,29116.51,141
PROD00126,Totam,Electronics,Nike,31793.54,2220
PROD00127,Quod,Fashion,AmazonBasics,2166.0,4724
PROD00128,Perferendis,Beauty,Nike,48579.66,1135
PROD00129,Ipsum,Beauty,Samsung,14021.04,77
PROD00130,Facere,Grocery,Nike,9201.48,738
PROD00131,Earum,Grocery,Samsung,41179.6,3583
PROD00132,Rem,Electronics,AmazonBasics,47440.55,994
PROD00133,Voluptatum,Fashion,Boat,29152.08,3221
PROD00134,Reprehenderit,Books,AmazonBasics,2366.6,3851
PROD00135,Cumque,Home,Nike,15655.25,297
PROD00136,Soluta,Electronics,AmazonBasics,18509.62,4104
PROD00137,Animi,Electronics,Boat,49287.07,359
PROD00138,Qui,Electronics,AmazonBasics,10744.03,3528
PROD00139,Id,Home,Samsung,42608.28,947
PROD00140,Incidunt,Fashion,AmazonBasics,5863.25,2975
PROD00141,Eos,Fashion,Sony,12220.8,3884
PROD00142,Exercitationem,Books,AmazonBasics,20446.49,4263
PROD00143,Eveniet,Grocery,AmazonBasics,20090.03,4612
PROD00144,Iusto,Fashion,Sony,16286.32,2311
PROD00145,Adipisci,Electronics,Boat,49924.0,4564
PROD00146,Repellendus,Beauty,Samsung,15300.51,4675
PROD00147,Explicabo,Home,Sony,2480.04,1496
PROD00148,At,Beauty,Nike,38146.28,3929
PROD00149,Officia,Beauty,Nike,19267.89,1072
PROD00150,Quam,Fashion,Boat,24158.48,3131
PROD00151,Vitae,Electronics,Boat,9774.32,525
PROD00152,Nobis,Beauty,Samsung,21155.66,3642
PROD00153,Aperiam,Beauty,Sony,36266.65,3736
PROD00154,Quidem,Electronics,Nike,22847.03,2177
PROD00155,In,Electronics,Sony,15470.3,1796
PROD00156,Totam,Books,Sony,7710.44,1087
PROD00157,Alias,Books,Samsung,47871.8,3262
PROD00158,Sequi,Beauty,Nike,3193.05,2023
PROD00159,Corrupti,Books,Boat,36279.11,3770
PROD00160,Soluta,Home,Samsung,31741.25,3981
PROD00161,Rem,Fashion,Samsung,40114.21,4105
PROD00162,Quia,Grocery,AmazonBasics,47934.78,994
PROD00163,Ea,Grocery,Samsung,34072.89,3053
PROD00164,Beatae,Home,Samsung,42117.99,69
PROD00165,Tenetur,Beauty,Sony,22511.25,4987
PROD00166,Blanditiis,Home,Boat,49781.63,3329
PROD00167,Dolores,Home,Samsung,20030.36,815
PROD00168,Eaque,Fashion,Boat,30719.24,1818
PROD00169,Nostrum,Electronics,Nike,22528.74,4025
PROD00170,Architecto,Books,Boat,3633.08,2888
PROD00171,Molestias,Books,Boat,19424.97,1008
PROD00172,Eligendi,Home,AmazonBasics,15996.55,4672
PROD00173,Quisquam,Books,AmazonBasics,47291.02,4355
PROD00174,Incidunt,Beauty,Sony,31468.31,4555
PROD00175,Officiis,Books,Samsung,19215.44,848
PROD00176,Eos,Electronics,AmazonBasics,20820.68,1193
PROD00177,Error,Electronics,Samsung,15166.96,2808
PROD00178,Voluptatum,Electronics,Nike,14456.65,4420
PROD00179,Voluptates,Home,Boat,9217.34,2190
PROD00180,Repellat,Home,AmazonBasics,24132.81,59
PROD00181,Fuga,Beauty,Samsung,30690.62,2450
PROD00182,Dolorum,Grocery,Samsung,1917.81,2388
PROD00183,Expedita,Electronics,AmazonBasics,9671.32,1480
PROD00184,Distinctio,Home,Sony,8879.94,4876
PROD00185,Placeat,Home,AmazonBasics,16555.06,3220
PROD00186,Excepturi,Fashion,AmazonBasics,12535.27,4523
PROD00187,Repellat,Electronics,Sony,4133.91,930
PROD00188,Ratione,Grocery,Sony,33020.36,1553
PROD00189,Ab,Books,AmazonBasics,36409.13,2148
PROD00190,Et,Grocery,Sony,12971.18,4028
PROD00191,Ducimus,Grocery,AmazonBasics,8424.04,4617
PROD00192,Mollitia,Electronics,AmazonBasics,24434.9,2701
PROD00193,Dignissimos,Books,AmazonBasics,24290.36,697
PROD00194,Natus,Grocery,AmazonBasics,35044.83,4517
PROD00195,Magni,Home,Boat,41763.15,1430
PROD00196,Quasi,Fashion,Nike,33710.88,1316
PROD00197,Esse,Fashion,Nike,10582.33,3500
PROD00198,Libero,Grocery,Boat,3552.54,1662
PROD00199,Dolorem,Electronics,AmazonBasics,39112.89,2339
PROD00200,Cumque,Beauty,Boat,32160.89,1643
PROD00201,Quod,Books,Sony,41339.51,194
PROD00202,Maiores,Home,Nike,34387.57,2554
PROD00203,Harum,Electronics,AmazonBasics,37336.95,4052
PROD00204,Eaque,Fashion,Sony,28798.66,1449
PROD00205,Fuga,Books,Boat,22649.57,204
PROD00206,Similique,Beauty,Samsung,3090.53,4911
PROD00207,Mollitia,Books,Boat,10058.26,3902
PROD00208,Iste,Grocery,Nike,24403.77,3451
PROD00209,Earum,Fashion,AmazonBasics,38166.01,404
PROD00210,In,Beauty,AmazonBasics,27911.36,3410
PROD00211,Minus,Fashion,Nike,6109.78,4495
PROD00212,Nisi,Fashion,AmazonBasics,19756.27,662
PROD00213,Suscipit,Fashion,AmazonBasics,26133.97,2447
PROD00214,Dicta,Books,Samsung,5394.66,4105
PROD00215,Quae,Grocery,Sony,30626.99,3420
PROD00216,In,Electronics,Samsung,6037.34,3984
PROD00217,Eaque,Fashion,Nike,13410.3,3110
PROD00218,Eos,Fashion,Boat,28664.36,3702
PROD00219,Cupiditate,Fashion,Samsung,6274.67,1121
PROD00220,Odio,Home,Nike,31346.6,1494
PROD00221,Facilis,Fashion,Boat,39636.41,4165
PROD00222,Porro,Beauty,Boat,15123.93,2041
PROD00223,Nisi,Beauty,Samsung,36687.49,533
PROD00224,Accusamus,Fashion,Nike,43576.64,2887
PROD00225,Labore,Home,Boat,8362.33,1936
PROD00226,Repellat,Fashion,Nike,32478.78,1562
PROD00227,Unde,Home,Nike,27553.4,234
PROD00228,Mollitia,Electronics,Samsung,26296.05,1109
PROD00229,Quam,Books,Samsung,12952.58,2792
PROD00230,Vitae,Beauty,Boat,18848.9,954
PROD00231,Debitis,Electronics,AmazonBasics,14959.44,2111
PROD00232,Corrupti,Grocery,Nike,9006.72,4734
PROD00233,Ducimus,Electronics,Boat,44856.77,1318
PROD00234,Eveniet,Beauty,Samsung,14528.88,2159
PROD00235,Quaerat,Grocery,Sony,1282.78,3072
PROD00236,Quae,Electronics,AmazonBasics,16857.78,3072
PROD00237,Dolore,Beauty,Nike,13197.19,4504
PROD00238,Eaque,Electronics,Samsung,42605.21,3259
PROD00239,Veritatis,Electronics,AmazonBasics,32478.48,202
PROD00240,Consectetur,Fashion,Boat,15824.53,2823
PROD00241,Iure,Fashion,Boat,37550.05,3812
PROD00242,Porro,Books,Sony,48432.03,4093
PROD00243,Rem,Beauty,Sony,12219.53,2579
PROD00244,Voluptatum,Beauty,AmazonBasics,2603.47,2887
PROD00245,Alias,Books,Samsung,5409.55,3045
PROD00246,Voluptate,Grocery,Samsung,17722.51,2508
PROD00247,Tenetur,Beauty,Boat,24050.19,4995
PROD00248,Sunt,Home,Nike,12475.21,89
PROD00249,Eaque,Books,Nike,11220.14,1164
PROD00250,Officia,Fashion,AmazonBasics,14515.05,2043
PROD00251,Exercitationem,Books,Sony,5806.83,1201
PROD00252,Necessitatibus,Fashion,Sony,13731.87,4382
PROD00253,Officiis,Books,AmazonBasics,5304.61,4179
PROD00254,Porro,Books,Sony,5483.51,4919
PROD00255,Enim,Grocery,Nike,45154.43,1883
PROD00256,Harum,Electronics,Boat,23439.67,4821
PROD00257,Iste,Fashion,AmazonBasics,1667.74,3826
PROD00258,Eaque,Beauty,AmazonBasics,49344.63,2800
PROD00259,Nesciunt,Grocery,Sony,13290.17,380
PROD00260,Culpa,Books,Sony,32520.11,4433
PROD00261,Harum,Books,Sony,36979.14,2332
PROD00262,Maxime,Books,AmazonBasics,22313.13,2496
PROD00263,Neque,Books,Boat,14428.02,2367
PROD00264,Rem,Books,Boat,31443.34,3378
PROD00265,Voluptas,Grocery,Sony,25143.33,3708
PROD00266,Optio,Fashion,Samsung,40072.41,192
PROD00267,Iusto,Grocery,Samsung,36460.91,2476
PROD00268,Et,Fashion,Nike,13007.0,4501
PROD00269,Odit,Books,Sony,11861.14,4122
PROD00270,Quo,Electronics,Nike,21905.31,3649
PROD00271,Deleniti,Home,Sony,18779.43,1123
PROD00272,Dolorem,Electronics,AmazonBasics,26339.42,4343
PROD00273,Consequuntur,Books,Boat,39135.23,1397
PROD00274,Magni,Beauty,AmazonBasics,4013.21,4859
PROD00275,Quo,Fashion,AmazonBasics,29074.33,365
PROD00276,Consequuntur,Electronics,Boat,46654.05,4715
PROD00277,Odio,Electronics,Sony,22886.74,4008
PROD00278,Labore,Books,Boat,37161.78,1158
PROD00279,Magni,Home,Sony,19219.83,2819
PROD00280,Asperiores,Grocery,Nike,27225.48,1423
PROD00281,Voluptate,Home,Nike,20616.56,950
PROD00282,Facere,Home,AmazonBasics,17158.96,322
PROD00283,Cum,Fashion,Samsung,13945.42,4780
PROD00284,Quod,Home,Sony,47217.24,1694
PROD00285,Voluptatibus,Books,AmazonBasics,31944.03,1093
PROD00286,Temporibus,Beauty,Samsung,42171.6,97
PROD00287,Eligendi,Beauty,Samsung,21505.41,3301
PROD00288,Dolore,Electronics,Boat,28597.04,2271
PROD00289,Est,Books,AmazonBasics,45180.95,4580
PROD00290,Ratione,Grocery,Boat,37026.67,1234
PROD00291,Expedita,Grocery,Nike,47197.81,4169
PROD00292,Explicabo,Books,AmazonBasics,13288.79,4471
PROD00293,Repellat,Electronics,Sony,9513.71,4161
PROD00294,Consequuntur,Home,Nike,39727.82,1803
PROD00295,Impedit,Books,AmazonBasics,25602.48,4732
PROD00296,Et,Electronics,Nike,21925.93,4815
PROD00297,Non,Home,Sony,40730.68,251
PROD00298,Deleniti,Fashion,Boat,8064.27,4359
PROD00299,A,Electronics,Sony,16227.31,2575
PROD00300,Quibusdam,Fashion,Samsung,21642.28,1749
PROD00301,Quidem,Electronics,Sony,4868.39,4409
PROD00302,Corrupti,Grocery,Boat,38341.34,1529
PROD00303,Maiores,Grocery,Samsung,20021.42,398
PROD00304,Illo,Grocery,Boat,30528.67,4280
PROD00305,Atque,Home,Boat,39169.81,3083
PROD00306,Non,Home,Samsung,40852.65,2554
PROD00307,Expedita,Beauty,Samsung,33198.1,1779
PROD00308,Quia,Grocery,Boat,1834.65,3208
PROD00309,Reprehenderit,Electronics,Boat,40889.38,401
PROD00310,Impedit,Beauty,AmazonBasics,46512.7,1015
PROD00311,Provident,Electronics,Boat,17068.85,68
PROD00312,Harum,Home,AmazonBasics,32850.8,3442
PROD00313,Praesentium,Home,Nike,34968.06,1537
PROD00314,Sapiente,Beauty,Samsung,43598.74,2339
PROD00315,Quasi,Home,Sony,16016.68,3362
PROD00316,Vitae,Electronics,Boat,21668.99,3843
PROD00317,Quod,Home,AmazonBasics,23766.05,742
PROD00318,Dignissimos,Books,AmazonBasics,3936.89,4116
PROD00319,Natus,Grocery,Boat,1148.64,3306
PROD00320,Nesciunt,Fashion,Boat,23671.06,3137
PROD00321,Ad,Grocery,Samsung,17476.94,2688
PROD00322,Atque,Fashion,Samsung,9398.62,4611
PROD00323,Rerum,Books,Nike,8431.2,3571
PROD00324,Accusantium,Fashion,Sony,23562.43,4586
PROD00325,Inventore,Home,Nike,39472.45,4689
PROD00326,Perferendis,Beauty,Samsung,26694.76,4854
PROD00327,Illum,Electronics,Nike,31167.4,1252
PROD00328,Tempora,Electronics,Samsung,8229.26,860
PROD00329,Distinctio,Home,Boat,27213.41,1030
PROD00330,Autem,Fashion,Boat,31295.8,1861
PROD00331,Exercitationem,Electronics,Samsung,4746.68,4682
PROD00332,Eaque,Grocery,Sony,38944.4,3046
PROD00333,Quod,Fashion,AmazonBasics,41020.17,424
PROD00334,Rem,Electronics,Nike,5715.1,3460
PROD00335,Hic,Books,Samsung,40558.23,1850
PROD00336,Doloribus,Beauty,Boat,4568.72,454
PROD00337,Tempora,Home,Nike,19619.53,2696
PROD00338,Vero,Beauty,Boat,18689.81,1123
PROD00339,Debitis,Grocery,Nike,35920.04,2154
PROD00340,Iure,Electronics,Samsung,49109.37,2800
PROD00341,Optio,Fashion,AmazonBasics,38757.64,2595
PROD00342,Modi,Electronics,Nike,38532.04,3656
PROD00343,Natus,Beauty,Sony,36729.95,1770
PROD00344,Eos,Fashion,Sony,35650.96,235
PROD00345,Minima,Grocery,Sony,2894.54,800
PROD00346,Nemo,Beauty,Nike,7679.15,1716
PROD00347,Asperiores,Electronics,Boat,43354.12,3089
PROD00348,Ad,Fashion,AmazonBasics,14653.65,2314
PROD00349,Consequuntur,Electronics,Sony,7942.77,4407
PROD00350,Voluptatem,Beauty,Boat,9123.71,3412
PROD00351,Tempora,Grocery,Sony,10601.26,358
PROD00352,Illum,Home,Nike,17317.11,954
PROD00353,Unde,Grocery,Nike,31974.36,3434
PROD00354,Nam,Electronics,Nike,26577.69,2148
PROD00355,Architecto,Beauty,Samsung,30810.63,4420
PROD00356,Pariatur,Books,Boat,19038.69,2989
PROD00357,Quia,Fashion,Nike,37845.64,1236
PROD00358,Quis,Electronics,Sony,12113.25,2797
PROD00359,Nemo,Electronics,Boat,42628.53,200
PROD00360,Natus,Beauty,AmazonBasics,18369.42,2164
PROD00361,Minima,Fashion,Nike,33455.46,4867
PROD00362,Blanditiis,Electronics,Sony,3180.39,3806
PROD00363,Consectetur,Grocery,Boat,20590.68,1614
PROD00364,Dolores,Electronics,Samsung,24184.76,3409
PROD00365,Dolore,Beauty,Samsung,46726.68,3787
PROD00366,Corrupti,Books,AmazonBasics,13424.43,1821
PROD00367,Velit,Home,Boat,2747.41,527
PROD00368,Distinctio,Books,Samsung,10100.5,764
PROD00369,Cumque,Grocery,Samsung,10506.1,3790
PROD00370,Repellendus,Fashion,Nike,38741.88,3612
PROD00371,Odit,Grocery,Sony,12892.81,3875
PROD00372,Unde,Home,Boat,48968.79,4276
PROD00373,Voluptatibus,Grocery,Nike,46623.46,1499
PROD00374,Alias,Electronics,AmazonBasics,1604.81,4843
PROD00375,Culpa,Home,Nike,28047.64,1634
PROD00376,Labore,Electronics,Sony,28455.89,3578
PROD00377,Nihil,Beauty,AmazonBasics,12976.91,1387
PROD00378,Facilis,Electronics,Sony,36754.88,2913
PROD00379,Occaecati,Grocery,Sony,18085.36,630
PROD00380,Illo,Home,Samsung,34043.26,1137
PROD00381,Labore,Beauty,Nike,10307.73,4785
PROD00382,Enim,Electronics,Samsung,23621.39,3009
PROD00383,Reprehenderit,Books,Samsung,18198.32,4614
PROD00384,Eligendi,Books,Samsung,6476.76,4856
PROD00385,In,Grocery,AmazonBasics,32528.52,1455
PROD00386,Quo,Fashion,Sony,29050.52,883
PROD00387,Esse,Home,Samsung,4302.9,2325
PROD00388,Quia,Electronics,Boat,17311.82,626
PROD00389,Eos,Fashion,AmazonBasics,8239.14,4624
PROD00390,Esse,Beauty,Samsung,13688.02,1232
PROD00391,Ea,Fashion,AmazonBasics,43381.18,3073
PROD00392,Expedita,Fashion,Samsung,19482.5,4565
PROD00393,Labore,Beauty,Boat,36797.96,3129
PROD00394,Ullam,Grocery,Samsung,14940.98,4061
PROD00395,Laborum,Electronics,Nike,18613.91,3349
PROD00396,Quas,Grocery,Boat,35985.51,2534
PROD00397,Suscipit,Home,Samsung,40230.85,2838
PROD00398,Repudiandae,Beauty,Samsung,23530.7,460
PROD00399,Rerum,Home,Samsung,8344.29,2025
PROD00400,Eveniet,Home,Boat,34787.32,789
PROD00401,Est,Fashion,Nike,29200.7,1033
PROD00402,Suscipit,Beauty,Sony,38631.23,1896
PROD00403,Sit,Home,Boat,31902.46,3479
PROD00404,Molestias,Electronics,Boat,21043.2,4533
PROD00405,Molestias,Beauty,Nike,39826.43,4211
PROD00406,Neque,Books,Boat,47879.51,139
PROD00407,Cupiditate,Home,Nike,38704.85,1711
PROD00408,Mollitia,Fashion,AmazonBasics,37514.42,1452
PROD00409,Iure,Fashion,AmazonBasics,34222.77,4185
PROD00410,Blanditiis,Grocery,AmazonBasics,9869.2,2810
PROD00411,Sapiente,Beauty,Samsung,10766.85,2045
PROD00412,Fugiat,Home,Boat,16418.66,3407
PROD00413,Ad,Grocery,AmazonBasics,34029.36,4669
PROD00414,Aliquid,Fashion,Nike,24399.44,4418
PROD00415,Illo,Home,Boat,35072.61,4964
PROD00416,Deserunt,Fashion,Samsung,43393.68,1895
PROD00417,Ipsam,Beauty,Sony,9133.37,280
PROD00418,Saepe,Beauty,Sony,34243.03,3354
PROD00419,Debitis,Grocery,Samsung,24467.68,1918
PROD00420,Rerum,Beauty,Nike,41350.98,4140
PROD00421,A,Beauty,AmazonBasics,20992.59,2369
PROD00422,Magni,Books,AmazonBasics,23385.86,732
PROD00423,Totam,Beauty,Sony,7357.44,3665
PROD00424,Veritatis,Fashion,Boat,21274.38,4208
PROD00425,Nemo,Home,Samsung,29483.28,3857
PROD00426,Hic,Beauty,Samsung,45462.67,2766
PROD00427,Officiis,Electronics,Nike,33574.18,4823
PROD00428,Incidunt,Books,Nike,33262.82,4029
PROD00429,Delectus,Fashion,Nike,3099.2,1682
PROD00430,Impedit,Beauty,AmazonBasics,33752.7,1429
PROD00431,Voluptatem,Beauty,Samsung,34653.91,680
PROD00432,Sit,Electronics,AmazonBasics,19005.72,3093
PROD00433,Deserunt,Electronics,Boat,37214.33,825
PROD00434,Dolorum,Electronics,Boat,27487.95,4869
PROD00435,Quia,Books,Sony,32657.5,4524
PROD00436,Voluptas,Electronics,Sony,31151.94,2532
PROD00437,Commodi,Electronics,Sony,26732.01,2506
PROD00438,Nostrum,Beauty,Boat,34093.89,2843
PROD00439,Fugit,Beauty,Samsung,38469.15,3598
PROD00440,Labore,Books,AmazonBasics,47069.9,3795
PROD00441,Ullam,Beauty,AmazonBasics,13501.63,2039
PROD00442,Voluptates,Grocery,Sony,22732.24,645
PROD00443,Praesentium,Grocery,Sony,35418.77,2264
PROD00444,Assumenda,Books,Nike,16313.1,4838
PROD00445,Optio,Grocery,AmazonBasics,16602.44,3277
PROD00446,Iusto,Home,Nike,21953.09,1435
PROD00447,Ipsam,Grocery,AmazonBasics,49940.43,3921
PROD00448,Sapiente,Beauty,Sony,45919.19,3844
PROD00449,Dolorum,Books,AmazonBasics,42400.24,2576
PROD00450,Ipsam,Fashion,Nike,23044.41,3915
PROD00451,Eos,Home,Sony,7413.53,3049
PROD00452,Praesentium,Electronics,AmazonBasics,47835.34,4913
PROD00453,Dolor,Beauty,Nike,42484.18,875
PROD00454,Quae,Home,AmazonBasics,6600.21,3928
PROD00455,Necessitatibus,Books,AmazonBasics,34515.36,3550
PROD00456,Voluptate,Electronics,AmazonBasics,5045.65,2502
PROD00457,Impedit,Fashion,Sony,11473.49,1340
PROD00458,Veritatis,Grocery,Nike,41818.9,4545
PROD00459,Laudantium,Fashion,Boat,6483.76,4533
PROD00460,Dolores,Books,Nike,4247.44,3497
PROD00461,Quia,Beauty,AmazonBasics,41767.73,1468
PROD00462,Iusto,Grocery,AmazonBasics,29060.05,695
PROD00463,Fugit,Books,Sony,19514.53,4251
PROD00464,Iste,Home,Samsung,21588.49,1787
PROD00465,Error,Beauty,Nike,46449.81,4816
PROD00466,Laboriosam,Beauty,Sony,4500.89,2549
PROD00467,Dicta,Books,Sony,26038.18,3074
PROD00468,Deserunt,Grocery,Samsung,7956.17,730
PROD00469,Itaque,Fashion,Nike,37994.39,1065
PROD00470,Cupiditate,Beauty,AmazonBasics,20232.54,3713
PROD00471,Doloribus,Electronics,AmazonBasics,1406.13,4526
PROD00472,Assumenda,Grocery,Samsung,17275.38,1740
PROD00473,Vel,Fashion,Samsung,14242.93,503
PROD00474,Id,Beauty,Samsung,8489.23,2651
PROD00475,Suscipit,Electronics,AmazonBasics,41057.37,1313
PROD00476,Doloribus,Beauty,Sony,25915.23,534
PROD00477,Culpa,Electronics,Boat,14883.32,4089
PROD00478,Quibusdam,Home,Nike,41100.96,4968
PROD00479,Hic,Books,Boat,4937.5,4396
PROD00480,Eos,Beauty,Nike,4896.54,3410
PROD00481,Necessitatibus,Books,AmazonBasics,16762.78,1940
PROD00482,Consequatur,Home,AmazonBasics,10601.13,572
PROD00483,Debitis,Electronics,Samsung,7608.97,3712
PROD00484,Eveniet,Electronics,Nike,25976.53,1559
PROD00485,Perspiciatis,Grocery,Samsung,17484.38,2131
PROD00486,Velit,Beauty,Sony,37666.55,3510
PROD00487,Consectetur,Home,Samsung,18778.3,3986
PROD00488,Eligendi,Electronics,AmazonBasics,11365.83,481
PROD00489,Voluptatem,Books,Sony,12305.94,537
PROD00490,Suscipit,Fashion,Sony,21018.53,4589
PROD00491,Soluta,Grocery,Nike,43434.67,4272
PROD00492,Quibusdam,Books,Sony,33073.57,4596
